,id,link,year,week,result
1013,1013,https://www.transfermarkt.com/buyuksehir-belediyesi-ankaraspor_mke-ankaragucu/index/spielbericht/25095,4,11,2
1014,1014,https://www.transfermarkt.com/sakaryaspor_konyaspor/index/spielbericht/25097,4,11,-3
1015,1015,https://www.transfermarkt.com/malatyaspor_kayserispor/index/spielbericht/25098,4,11,-1
1016,1016,https://www.transfermarkt.com/galatasaray_akcaabat-sebatspor/index/spielbericht/25093,4,11,2
1017,1017,https://www.transfermarkt.com/diyarbakirspor_galatasaray/index/spielbericht/25107,4,12,2
1018,1018,https://www.transfermarkt.com/istanbulspor_denizlispor/index/spielbericht/25106,4,12,0
1019,1019,https://www.transfermarkt.com/akcaabat-sebatspor_malatyaspor/index/spielbericht/25108,4,12,0
1020,1020,https://www.transfermarkt.com/samsunspor_gaziantepspor/index/spielbericht/25101,4,12,-2
1021,1021,https://www.transfermarkt.com/fenerbahce_buyuksehir-belediyesi-ankaraspor/index/spielbericht/25102,4,12,1
1022,1022,https://www.transfermarkt.com/kayserispor_genclerbirligi-ankara/index/spielbericht/25104,4,12,-1
1023,1023,https://www.transfermarkt.com/mke-ankaragucu_trabzonspor/index/spielbericht/25105,4,12,-2
1024,1024,https://www.transfermarkt.com/caykur-rizespor_sakaryaspor/index/spielbericht/25109,4,12,2
1025,1025,https://www.transfermarkt.com/konyaspor_besiktas-jk/index/spielbericht/25103,4,12,0
1026,1026,https://www.transfermarkt.com/sakaryaspor_samsunspor/index/spielbericht/25111,4,13,2
1027,1027,https://www.transfermarkt.com/buyuksehir-belediyesi-ankaraspor_konyaspor/index/spielbericht/25115,4,13,-2
1028,1028,https://www.transfermarkt.com/galatasaray_malatyaspor/index/spielbericht/25118,4,13,0
1029,1029,https://www.transfermarkt.com/trabzonspor_fenerbahce/index/spielbericht/25114,4,13,-2
1030,1030,https://www.transfermarkt.com/genclerbirligi-ankara_akcaabat-sebatspor/index/spielbericht/25112,4,13,0
1031,1031,https://www.transfermarkt.com/denizlispor_kayserispor/index/spielbericht/25117,4,13,1
1032,1032,https://www.transfermarkt.com/diyarbakirspor_mke-ankaragucu/index/spielbericht/25113,4,13,-1
1033,1033,https://www.transfermarkt.com/gaziantepspor_istanbulspor/index/spielbericht/25116,4,13,-1
1034,1034,https://www.transfermarkt.com/besiktas-jk_caykur-rizespor/index/spielbericht/25110,4,13,0
1035,1035,https://www.transfermarkt.com/mke-ankaragucu_galatasaray/index/spielbericht/25123,4,14,-1
1036,1036,https://www.transfermarkt.com/konyaspor_trabzonspor/index/spielbericht/25121,4,14,0
1037,1037,https://www.transfermarkt.com/caykur-rizespor_buyuksehir-belediyesi-ankaraspor/index/spielbericht/25124,4,14,1
1038,1038,https://www.transfermarkt.com/fenerbahce_diyarbakirspor/index/spielbericht/25120,4,14,3
1039,1039,https://www.transfermarkt.com/akcaabat-sebatspor_denizlispor/index/spielbericht/25119,4,14,1
1040,1040,https://www.transfermarkt.com/istanbulspor_sakaryaspor/index/spielbericht/25126,4,14,3
1041,1041,https://www.transfermarkt.com/malatyaspor_genclerbirligi-ankara/index/spielbericht/25122,4,14,-2
1042,1042,https://www.transfermarkt.com/kayserispor_gaziantepspor/index/spielbericht/25125,4,14,2
1043,1043,https://www.transfermarkt.com/samsunspor_besiktas-jk/index/spielbericht/25127,4,14,-2
1044,1044,https://www.transfermarkt.com/fenerbahce_mke-ankaragucu/index/spielbericht/25136,4,15,5
1045,1045,https://www.transfermarkt.com/trabzonspor_caykur-rizespor/index/spielbericht/25128,4,15,1
1046,1046,https://www.transfermarkt.com/diyarbakirspor_konyaspor/index/spielbericht/25131,4,15,0
1047,1047,https://www.transfermarkt.com/denizlispor_malatyaspor/index/spielbericht/25135,4,15,0
1048,1048,https://www.transfermarkt.com/genclerbirligi-ankara_galatasaray/index/spielbericht/25130,4,15,-2
1049,1049,https://www.transfermarkt.com/sakaryaspor_kayserispor/index/spielbericht/25129,4,15,2
1050,1050,https://www.transfermarkt.com/buyuksehir-belediyesi-ankaraspor_samsunspor/index/spielbericht/25132,4,15,-1
1051,1051,https://www.transfermarkt.com/gaziantepspor_akcaabat-sebatspor/index/spielbericht/25134,4,15,2
1052,1052,https://www.transfermarkt.com/besiktas-jk_istanbulspor/index/spielbericht/25133,4,15,1
1053,1053,https://www.transfermarkt.com/kayserispor_besiktas-jk/index/spielbericht/25142,4,16,-1
1054,1054,https://www.transfermarkt.com/istanbulspor_buyuksehir-belediyesi-ankaraspor/index/spielbericht/25143,4,16,0
1055,1055,https://www.transfermarkt.com/akcaabat-sebatspor_sakaryaspor/index/spielbericht/25144,4,16,-1
1056,1056,https://www.transfermarkt.com/malatyaspor_gaziantepspor/index/spielbericht/25141,4,16,1
1057,1057,https://www.transfermarkt.com/samsunspor_trabzonspor/index/spielbericht/25137,4,16,-4
1058,1058,https://www.transfermarkt.com/konyaspor_mke-ankaragucu/index/spielbericht/25139,4,16,-1
1059,1059,https://www.transfermarkt.com/genclerbirligi-ankara_denizlispor/index/spielbericht/25140,4,16,-2
1060,1060,https://www.transfermarkt.com/caykur-rizespor_diyarbakirspor/index/spielbericht/25145,4,16,3
1061,1061,https://www.transfermarkt.com/galatasaray_fenerbahce/index/spielbericht/25138,4,16,1
1062,1062,https://www.transfermarkt.com/denizlispor_galatasaray/index/spielbericht/25149,4,17,0
1063,1063,https://www.transfermarkt.com/gaziantepspor_genclerbirligi-ankara/index/spielbericht/25147,4,17,1
1064,1064,https://www.transfermarkt.com/mke-ankaragucu_caykur-rizespor/index/spielbericht/25148,4,17,0
1065,1065,https://www.transfermarkt.com/trabzonspor_istanbulspor/index/spielbericht/25152,4,17,0
1066,1066,https://www.transfermarkt.com/fenerbahce_konyaspor/index/spielbericht/25151,4,17,3
1067,1067,https://www.transfermarkt.com/buyuksehir-belediyesi-ankaraspor_kayserispor/index/spielbericht/25146,4,17,3
1068,1068,https://www.transfermarkt.com/diyarbakirspor_samsunspor/index/spielbericht/25150,4,17,3
1069,1069,https://www.transfermarkt.com/sakaryaspor_malatyaspor/index/spielbericht/25154,4,17,3
1070,1070,https://www.transfermarkt.com/besiktas-jk_akcaabat-sebatspor/index/spielbericht/25153,4,17,5
1071,1071,https://www.transfermarkt.com/konyaspor_galatasaray/index/spielbericht/30936,4,18,-2
1072,1072,https://www.transfermarkt.com/sakaryaspor_genclerbirligi-ankara/index/spielbericht/30938,4,18,0
1073,1073,https://www.transfermarkt.com/diyarbakirspor_istanbulspor/index/spielbericht/30939,4,18,1
1074,1074,https://www.transfermarkt.com/buyuksehir-belediyesi-ankaraspor_akcaabat-sebatspor/index/spielbericht/30937,4,18,1
1075,1075,https://www.transfermarkt.com/besiktas-jk_malatyaspor/index/spielbericht/30940,4,18,1
1076,1076,https://www.transfermarkt.com/gaziantepspor_denizlispor/index/spielbericht/30941,4,18,2
1077,1077,https://www.transfermarkt.com/trabzonspor_kayserispor/index/spielbericht/30942,4,18,2
1078,1078,https://www.transfermarkt.com/mke-ankaragucu_samsunspor/index/spielbericht/30943,4,18,-1
1079,1079,https://www.transfermarkt.com/fenerbahce_caykur-rizespor/index/spielbericht/30944,4,18,2
1080,1080,https://www.transfermarkt.com/galatasaray_gaziantepspor/index/spielbericht/30945,4,19,4
1081,1081,https://www.transfermarkt.com/kayserispor_diyarbakirspor/index/spielbericht/30946,4,19,3
1082,1082,https://www.transfermarkt.com/malatyaspor_buyuksehir-belediyesi-ankaraspor/index/spielbericht/30947,4,19,1
1083,1083,https://www.transfermarkt.com/caykur-rizespor_konyaspor/index/spielbericht/30948,4,19,0
1084,1084,https://www.transfermarkt.com/samsunspor_fenerbahce/index/spielbericht/30949,4,19,0
1085,1085,https://www.transfermarkt.com/denizlispor_sakaryaspor/index/spielbericht/30951,4,19,5
1086,1086,https://www.transfermarkt.com/akcaabat-sebatspor_trabzonspor/index/spielbericht/30952,4,19,-1
1087,1087,https://www.transfermarkt.com/istanbulspor_mke-ankaragucu/index/spielbericht/30950,4,19,-1
1088,1088,https://www.transfermarkt.com/besiktas-jk_genclerbirligi-ankara/index/spielbericht/30953,4,19,0
1089,1089,https://www.transfermarkt.com/caykur-rizespor_galatasaray/index/spielbericht/30954,4,20,-3
1090,1090,https://www.transfermarkt.com/mke-ankaragucu_kayserispor/index/spielbericht/30956,4,20,0
1091,1091,https://www.transfermarkt.com/konyaspor_samsunspor/index/spielbericht/30960,4,20,3
1092,1092,https://www.transfermarkt.com/besiktas-jk_denizlispor/index/spielbericht/30957,4,20,2
1093,1093,https://www.transfermarkt.com/trabzonspor_malatyaspor/index/spielbericht/30958,4,20,3
1094,1094,https://www.transfermarkt.com/diyarbakirspor_akcaabat-sebatspor/index/spielbericht/30959,4,20,1
1095,1095,https://www.transfermarkt.com/sakaryaspor_gaziantepspor/index/spielbericht/30961,4,20,0
1096,1096,https://www.transfermarkt.com/buyuksehir-belediyesi-ankaraspor_genclerbirligi-ankara/index/spielbericht/30955,4,20,1
1097,1097,https://www.transfermarkt.com/fenerbahce_istanbulspor/index/spielbericht/30962,4,20,4
1098,1098,https://www.transfermarkt.com/gaziantepspor_besiktas-jk/index/spielbericht/30963,4,21,-1
1099,1099,https://www.transfermarkt.com/akcaabat-sebatspor_mke-ankaragucu/index/spielbericht/30964,4,21,0
1100,1100,https://www.transfermarkt.com/istanbulspor_konyaspor/index/spielbericht/30965,4,21,0
1101,1101,https://www.transfermarkt.com/denizlispor_buyuksehir-belediyesi-ankaraspor/index/spielbericht/30966,4,21,0
1102,1102,https://www.transfermarkt.com/galatasaray_sakaryaspor/index/spielbericht/30967,4,21,1
1103,1103,https://www.transfermarkt.com/malatyaspor_diyarbakirspor/index/spielbericht/30968,4,21,1
1104,1104,https://www.transfermarkt.com/samsunspor_caykur-rizespor/index/spielbericht/30969,4,21,-1
1105,1105,https://www.transfermarkt.com/genclerbirligi-ankara_trabzonspor/index/spielbericht/30970,4,21,-1
1106,1106,https://www.transfermarkt.com/fenerbahce_kayserispor/index/spielbericht/30971,4,21,7
1107,1107,https://www.transfermarkt.com/diyarbakirspor_genclerbirligi-ankara/index/spielbericht/30976,4,22,-2
1108,1108,https://www.transfermarkt.com/mke-ankaragucu_malatyaspor/index/spielbericht/30977,4,22,3
1109,1109,https://www.transfermarkt.com/caykur-rizespor_istanbulspor/index/spielbericht/30980,4,22,0
1110,1110,https://www.transfermarkt.com/samsunspor_galatasaray/index/spielbericht/30975,4,22,1
1111,1111,https://www.transfermarkt.com/konyaspor_kayserispor/index/spielbericht/30979,4,22,2
1112,1112,https://www.transfermarkt.com/trabzonspor_denizlispor/index/spielbericht/30972,4,22,3
1113,1113,https://www.transfermarkt.com/buyuksehir-belediyesi-ankaraspor_gaziantepspor/index/spielbericht/30974,4,22,1
1114,1114,https://www.transfermarkt.com/besiktas-jk_sakaryaspor/index/spielbericht/30973,4,22,1
1115,1115,https://www.transfermarkt.com/fenerbahce_akcaabat-sebatspor/index/spielbericht/30978,4,22,2
1116,1116,https://www.transfermarkt.com/istanbulspor_samsunspor/index/spielbericht/30987,4,23,0
1117,1117,https://www.transfermarkt.com/sakaryaspor_buyuksehir-belediyesi-ankaraspor/index/spielbericht/30981,4,23,0
1118,1118,https://www.transfermarkt.com/galatasaray_besiktas-jk/index/spielbericht/30982,4,23,1
1119,1119,https://www.transfermarkt.com/genclerbirligi-ankara_mke-ankaragucu/index/spielbericht/30984,4,23,4
1120,1120,https://www.transfermarkt.com/akcaabat-sebatspor_konyaspor/index/spielbericht/30983,4,23,-2
1121,1121,https://www.transfermarkt.com/denizlispor_diyarbakirspor/index/spielbericht/30985,4,23,0
1122,1122,https://www.transfermarkt.com/kayserispor_caykur-rizespor/index/spielbericht/30988,4,23,1
1123,1123,https://www.transfermarkt.com/gaziantepspor_trabzonspor/index/spielbericht/30986,4,23,1
1124,1124,https://www.transfermarkt.com/malatyaspor_fenerbahce/index/spielbericht/30989,4,23,-2
1125,1125,https://www.transfermarkt.com/mke-ankaragucu_denizlispor/index/spielbericht/31039,4,24,0
1126,1126,https://www.transfermarkt.com/konyaspor_malatyaspor/index/spielbericht/31040,4,24,2
1127,1127,https://www.transfermarkt.com/trabzonspor_sakaryaspor/index/spielbericht/31041,4,24,1
1128,1128,https://www.transfermarkt.com/istanbulspor_galatasaray/index/spielbericht/31042,4,24,-3
1129,1129,https://www.transfermarkt.com/caykur-rizespor_akcaabat-sebatspor/index/spielbericht/31043,4,24,1
1130,1130,https://www.transfermarkt.com/samsunspor_kayserispor/index/spielbericht/31044,4,24,0
1131,1131,https://www.transfermarkt.com/diyarbakirspor_gaziantepspor/index/spielbericht/31045,4,24,3
1132,1132,https://www.transfermarkt.com/buyuksehir-belediyesi-ankaraspor_besiktas-jk/index/spielbericht/31046,4,24,-2
1133,1133,https://www.transfermarkt.com/fenerbahce_genclerbirligi-ankara/index/spielbericht/31047,4,24,1
1134,1134,https://www.transfermarkt.com/denizlispor_fenerbahce/index/spielbericht/31050,4,25,2
1135,1135,https://www.transfermarkt.com/malatyaspor_caykur-rizespor/index/spielbericht/31051,4,25,-1
1136,1136,https://www.transfermarkt.com/gaziantepspor_mke-ankaragucu/index/spielbericht/31052,4,25,2
1137,1137,https://www.transfermarkt.com/kayserispor_istanbulspor/index/spielbericht/31053,4,25,0
1138,1138,https://www.transfermarkt.com/besiktas-jk_trabzonspor/index/spielbericht/31054,4,25,1
1139,1139,https://www.transfermarkt.com/genclerbirligi-ankara_konyaspor/index/spielbericht/31055,4,25,1
1140,1140,https://www.transfermarkt.com/sakaryaspor_diyarbakirspor/index/spielbericht/31056,4,25,1
1141,1141,https://www.transfermarkt.com/akcaabat-sebatspor_samsunspor/index/spielbericht/31057,4,25,3
1142,1142,https://www.transfermarkt.com/galatasaray_buyuksehir-belediyesi-ankaraspor/index/spielbericht/31058,4,25,2
1143,1143,https://www.transfermarkt.com/istanbulspor_akcaabat-sebatspor/index/spielbericht/31064,4,26,1
1144,1144,https://www.transfermarkt.com/caykur-rizespor_genclerbirligi-ankara/index/spielbericht/31063,4,26,0
1145,1145,https://www.transfermarkt.com/mke-ankaragucu_sakaryaspor/index/spielbericht/31066,4,26,-5
1146,1146,https://www.transfermarkt.com/fenerbahce_gaziantepspor/index/spielbericht/31061,4,26,2
1147,1147,https://www.transfermarkt.com/samsunspor_malatyaspor/index/spielbericht/31059,4,26,-1
1148,1148,https://www.transfermarkt.com/trabzonspor_buyuksehir-belediyesi-ankaraspor/index/spielbericht/31060,4,26,0
1149,1149,https://www.transfermarkt.com/konyaspor_denizlispor/index/spielbericht/31062,4,26,0
1150,1150,https://www.transfermarkt.com/diyarbakirspor_besiktas-jk/index/spielbericht/31065,4,26,0
1151,1151,https://www.transfermarkt.com/kayserispor_galatasaray/index/spielbericht/31067,4,26,0
1152,1152,https://www.transfermarkt.com/besiktas-jk_mke-ankaragucu/index/spielbericht/31071,4,27,3
1153,1153,https://www.transfermarkt.com/akcaabat-sebatspor_kayserispor/index/spielbericht/31074,4,27,0
1154,1154,https://www.transfermarkt.com/buyuksehir-belediyesi-ankaraspor_diyarbakirspor/index/spielbericht/31072,4,27,3
1155,1155,https://www.transfermarkt.com/malatyaspor_istanbulspor/index/spielbericht/31075,4,27,2
1156,1156,https://www.transfermarkt.com/sakaryaspor_fenerbahce/index/spielbericht/31069,4,27,-1
1157,1157,https://www.transfermarkt.com/genclerbirligi-ankara_samsunspor/index/spielbericht/31068,4,27,0
1158,1158,https://www.transfermarkt.com/gaziantepspor_konyaspor/index/spielbericht/31070,4,27,2
1159,1159,https://www.transfermarkt.com/denizlispor_caykur-rizespor/index/spielbericht/31076,4,27,3
1160,1160,https://www.transfermarkt.com/galatasaray_trabzonspor/index/spielbericht/31073,4,27,-2
1161,1161,https://www.transfermarkt.com/diyarbakirspor_trabzonspor/index/spielbericht/31083,4,28,-1
1162,1162,https://www.transfermarkt.com/akcaabat-sebatspor_galatasaray/index/spielbericht/31079,4,28,-2
1163,1163,https://www.transfermarkt.com/samsunspor_denizlispor/index/spielbericht/31080,4,28,4
1164,1164,https://www.transfermarkt.com/kayserispor_malatyaspor/index/spielbericht/31082,4,28,0
1165,1165,https://www.transfermarkt.com/konyaspor_sakaryaspor/index/spielbericht/31084,4,28,2
1166,1166,https://www.transfermarkt.com/mke-ankaragucu_buyuksehir-belediyesi-ankaraspor/index/spielbericht/31077,4,28,-3
1167,1167,https://www.transfermarkt.com/istanbulspor_genclerbirligi-ankara/index/spielbericht/31081,4,28,-2
1168,1168,https://www.transfermarkt.com/caykur-rizespor_gaziantepspor/index/spielbericht/31085,4,28,0
1169,1169,https://www.transfermarkt.com/fenerbahce_besiktas-jk/index/spielbericht/31078,4,28,-1
1170,1170,https://www.transfermarkt.com/malatyaspor_akcaabat-sebatspor/index/spielbericht/31134,4,29,0
1171,1171,https://www.transfermarkt.com/gaziantepspor_samsunspor/index/spielbericht/31133,4,29,-2
1172,1172,https://www.transfermarkt.com/genclerbirligi-ankara_kayserispor/index/spielbericht/31135,4,29,0
1173,1173,https://www.transfermarkt.com/besiktas-jk_konyaspor/index/spielbericht/31136,4,29,1
1174,1174,https://www.transfermarkt.com/trabzonspor_mke-ankaragucu/index/spielbericht/31137,4,29,2
1175,1175,https://www.transfermarkt.com/denizlispor_istanbulspor/index/spielbericht/31138,4,29,0
1176,1176,https://www.transfermarkt.com/sakaryaspor_caykur-rizespor/index/spielbericht/31139,4,29,2
1177,1177,https://www.transfermarkt.com/buyuksehir-belediyesi-ankaraspor_fenerbahce/index/spielbericht/31140,4,29,-1
1178,1178,https://www.transfermarkt.com/galatasaray_diyarbakirspor/index/spielbericht/31141,4,29,1
1179,1179,https://www.transfermarkt.com/istanbulspor_gaziantepspor/index/spielbericht/31149,4,30,-2
1180,1180,https://www.transfermarkt.com/caykur-rizespor_besiktas-jk/index/spielbericht/31143,4,30,-1
1181,1181,https://www.transfermarkt.com/kayserispor_denizlispor/index/spielbericht/31142,4,30,1
1182,1182,https://www.transfermarkt.com/akcaabat-sebatspor_genclerbirligi-ankara/index/spielbericht/31145,4,30,-5
1183,1183,https://www.transfermarkt.com/mke-ankaragucu_diyarbakirspor/index/spielbericht/31146,4,30,3
1184,1184,https://www.transfermarkt.com/samsunspor_sakaryaspor/index/spielbericht/31144,4,30,0
1185,1185,https://www.transfermarkt.com/fenerbahce_trabzonspor/index/spielbericht/31147,4,30,1
1186,1186,https://www.transfermarkt.com/konyaspor_buyuksehir-belediyesi-ankaraspor/index/spielbericht/31148,4,30,-1
1187,1187,https://www.transfermarkt.com/malatyaspor_galatasaray/index/spielbericht/31150,4,30,-1
1188,1188,https://www.transfermarkt.com/buyuksehir-belediyesi-ankaraspor_caykur-rizespor/index/spielbericht/31159,4,31,1
1189,1189,https://www.transfermarkt.com/diyarbakirspor_fenerbahce/index/spielbericht/31153,4,31,-2
1190,1190,https://www.transfermarkt.com/trabzonspor_konyaspor/index/spielbericht/31154,4,31,2
1191,1191,https://www.transfermarkt.com/galatasaray_mke-ankaragucu/index/spielbericht/31155,4,31,1
1192,1192,https://www.transfermarkt.com/sakaryaspor_istanbulspor/index/spielbericht/31156,4,31,-2
1193,1193,https://www.transfermarkt.com/gaziantepspor_kayserispor/index/spielbericht/31157,4,31,-1
1194,1194,https://www.transfermarkt.com/genclerbirligi-ankara_malatyaspor/index/spielbericht/31151,4,31,2
1195,1195,https://www.transfermarkt.com/denizlispor_akcaabat-sebatspor/index/spielbericht/31152,4,31,2
1196,1196,https://www.transfermarkt.com/besiktas-jk_samsunspor/index/spielbericht/31158,4,31,2
1197,1197,https://www.transfermarkt.com/malatyaspor_denizlispor/index/spielbericht/31160,4,32,0
1198,1198,https://www.transfermarkt.com/samsunspor_buyuksehir-belediyesi-ankaraspor/index/spielbericht/31165,4,32,0
1199,1199,https://www.transfermarkt.com/akcaabat-sebatspor_gaziantepspor/index/spielbericht/31167,4,32,2
1200,1200,https://www.transfermarkt.com/caykur-rizespor_trabzonspor/index/spielbericht/31161,4,32,-1
1201,1201,https://www.transfermarkt.com/kayserispor_sakaryaspor/index/spielbericht/31162,4,32,1
1202,1202,https://www.transfermarkt.com/galatasaray_genclerbirligi-ankara/index/spielbericht/31163,4,32,-1
1203,1203,https://www.transfermarkt.com/konyaspor_diyarbakirspor/index/spielbericht/31164,4,32,1
1204,1204,https://www.transfermarkt.com/istanbulspor_besiktas-jk/index/spielbericht/31166,4,32,0
1205,1205,https://www.transfermarkt.com/mke-ankaragucu_fenerbahce/index/spielbericht/31168,4,32,1
1206,1206,https://www.transfermarkt.com/sakaryaspor_akcaabat-sebatspor/index/spielbericht/31169,4,33,2
1207,1207,https://www.transfermarkt.com/mke-ankaragucu_konyaspor/index/spielbericht/31171,4,33,0
1208,1208,https://www.transfermarkt.com/gaziantepspor_malatyaspor/index/spielbericht/31173,4,33,1
1209,1209,https://www.transfermarkt.com/besiktas-jk_kayserispor/index/spielbericht/31174,4,33,1
1210,1210,https://www.transfermarkt.com/buyuksehir-belediyesi-ankaraspor_istanbulspor/index/spielbericht/31175,4,33,1
1211,1211,https://www.transfermarkt.com/diyarbakirspor_caykur-rizespor/index/spielbericht/31176,4,33,0
1212,1212,https://www.transfermarkt.com/denizlispor_genclerbirligi-ankara/index/spielbericht/31172,4,33,0
1213,1213,https://www.transfermarkt.com/trabzonspor_samsunspor/index/spielbericht/31170,4,33,3
1214,1214,https://www.transfermarkt.com/fenerbahce_galatasaray/index/spielbericht/31177,4,33,1
1215,1215,https://www.transfermarkt.com/konyaspor_fenerbahce/index/spielbericht/31179,4,34,2
1216,1216,https://www.transfermarkt.com/kayserispor_buyuksehir-belediyesi-ankaraspor/index/spielbericht/31180,4,34,0
1217,1217,https://www.transfermarkt.com/genclerbirligi-ankara_gaziantepspor/index/spielbericht/31181,4,34,1
1218,1218,https://www.transfermarkt.com/caykur-rizespor_mke-ankaragucu/index/spielbericht/31182,4,34,-1
1219,1219,https://www.transfermarkt.com/samsunspor_diyarbakirspor/index/spielbericht/31183,4,34,-1
1220,1220,https://www.transfermarkt.com/akcaabat-sebatspor_besiktas-jk/index/spielbericht/31185,4,34,0
1221,1221,https://www.transfermarkt.com/malatyaspor_sakaryaspor/index/spielbericht/31186,4,34,2
1222,1222,https://www.transfermarkt.com/galatasaray_denizlispor/index/spielbericht/31178,4,34,4
1223,1223,https://www.transfermarkt.com/istanbulspor_trabzonspor/index/spielbericht/31184,4,34,-5
1224,1224,https://www.transfermarkt.com/genclerbirligi-ankara_fenerbahce/index/spielbericht/34793,5,1,0
1225,1225,https://www.transfermarkt.com/kayseri-erciyesspor_besiktas-jk/index/spielbericht/34794,5,1,0
1226,1226,https://www.transfermarkt.com/diyarbakirspor_caykur-rizespor/index/spielbericht/34795,5,1,1
1227,1227,https://www.transfermarkt.com/sivasspor_malatyaspor/index/spielbericht/34796,5,1,0
1228,1228,https://www.transfermarkt.com/trabzonspor_kayserispor/index/spielbericht/34797,5,1,1
1229,1229,https://www.transfermarkt.com/denizlispor_ankaraspor/index/spielbericht/34798,5,1,0
1230,1230,https://www.transfermarkt.com/galatasaray_konyaspor/index/spielbericht/34799,5,1,1
1231,1231,https://www.transfermarkt.com/samsunspor_gaziantepspor/index/spielbericht/34800,5,1,-1
1232,1232,https://www.transfermarkt.com/manisaspor_mke-ankaragucu/index/spielbericht/34801,5,1,0
1233,1233,https://www.transfermarkt.com/mke-ankaragucu_galatasaray/index/spielbericht/34802,5,2,-1
1234,1234,https://www.transfermarkt.com/malatyaspor_manisaspor/index/spielbericht/34803,5,2,-5
1235,1235,https://www.transfermarkt.com/caykur-rizespor_samsunspor/index/spielbericht/34805,5,2,-1
1236,1236,https://www.transfermarkt.com/gaziantepspor_sivasspor/index/spielbericht/34806,5,2,0
1237,1237,https://www.transfermarkt.com/fenerbahce_diyarbakirspor/index/spielbericht/34804,5,2,0
1238,1238,https://www.transfermarkt.com/konyaspor_trabzonspor/index/spielbericht/34807,5,2,0
1239,1239,https://www.transfermarkt.com/ankaraspor_genclerbirligi-ankara/index/spielbericht/34808,5,2,0
1240,1240,https://www.transfermarkt.com/kayserispor_kayseri-erciyesspor/index/spielbericht/34809,5,2,-1
1241,1241,https://www.transfermarkt.com/besiktas-jk_denizlispor/index/spielbericht/34810,5,2,2
1242,1242,https://www.transfermarkt.com/trabzonspor_mke-ankaragucu/index/spielbericht/35051,5,3,2
1243,1243,https://www.transfermarkt.com/denizlispor_kayserispor/index/spielbericht/35053,5,3,-2
1244,1244,https://www.transfermarkt.com/samsunspor_sivasspor/index/spielbericht/35049,5,3,-1
1245,1245,https://www.transfermarkt.com/genclerbirligi-ankara_besiktas-jk/index/spielbericht/35050,5,3,-2
1246,1246,https://www.transfermarkt.com/caykur-rizespor_fenerbahce/index/spielbericht/35055,5,3,-1
1247,1247,https://www.transfermarkt.com/diyarbakirspor_ankaraspor/index/spielbericht/35052,5,3,-1
1248,1248,https://www.transfermarkt.com/manisaspor_gaziantepspor/index/spielbericht/35054,5,3,-1
1249,1249,https://www.transfermarkt.com/kayseri-erciyesspor_konyaspor/index/spielbericht/35056,5,3,0
1250,1250,https://www.transfermarkt.com/galatasaray_malatyaspor/index/spielbericht/35057,5,3,3
1251,1251,https://www.transfermarkt.com/gaziantepspor_galatasaray/index/spielbericht/35527,5,4,0
1252,1252,https://www.transfermarkt.com/konyaspor_denizlispor/index/spielbericht/35528,5,4,1
1253,1253,https://www.transfermarkt.com/sivasspor_manisaspor/index/spielbericht/35529,5,4,1
1254,1254,https://www.transfermarkt.com/fenerbahce_samsunspor/index/spielbericht/35530,5,4,3
1255,1255,https://www.transfermarkt.com/ankaraspor_caykur-rizespor/index/spielbericht/35531,5,4,0
1256,1256,https://www.transfermarkt.com/malatyaspor_trabzonspor/index/spielbericht/35532,5,4,0
1257,1257,https://www.transfermarkt.com/mke-ankaragucu_kayseri-erciyesspor/index/spielbericht/35533,5,4,-1
1258,1258,https://www.transfermarkt.com/kayserispor_genclerbirligi-ankara/index/spielbericht/35534,5,4,2
1259,1259,https://www.transfermarkt.com/besiktas-jk_diyarbakirspor/index/spielbericht/35535,5,4,0
1260,1260,https://www.transfermarkt.com/caykur-rizespor_besiktas-jk/index/spielbericht/35538,5,5,1
1261,1261,https://www.transfermarkt.com/diyarbakirspor_kayserispor/index/spielbericht/35536,5,5,-2
1262,1262,https://www.transfermarkt.com/kayseri-erciyesspor_malatyaspor/index/spielbericht/35542,5,5,0
1263,1263,https://www.transfermarkt.com/fenerbahce_ankaraspor/index/spielbericht/35537,5,5,1
1264,1264,https://www.transfermarkt.com/trabzonspor_gaziantepspor/index/spielbericht/35543,5,5,2
1265,1265,https://www.transfermarkt.com/samsunspor_manisaspor/index/spielbericht/35539,5,5,0
1266,1266,https://www.transfermarkt.com/genclerbirligi-ankara_konyaspor/index/spielbericht/35540,5,5,0
1267,1267,https://www.transfermarkt.com/denizlispor_mke-ankaragucu/index/spielbericht/35541,5,5,0
1268,1268,https://www.transfermarkt.com/galatasaray_sivasspor/index/spielbericht/35544,5,5,2
1269,1269,https://www.transfermarkt.com/sivasspor_trabzonspor/index/spielbericht/35552,5,6,1
1270,1270,https://www.transfermarkt.com/malatyaspor_denizlispor/index/spielbericht/35553,5,6,-1
1271,1271,https://www.transfermarkt.com/mke-ankaragucu_genclerbirligi-ankara/index/spielbericht/35548,5,6,0
1272,1272,https://www.transfermarkt.com/konyaspor_diyarbakirspor/index/spielbericht/35549,5,6,4
1273,1273,https://www.transfermarkt.com/kayserispor_caykur-rizespor/index/spielbericht/35550,5,6,2
1274,1274,https://www.transfermarkt.com/manisaspor_galatasaray/index/spielbericht/35551,5,6,-3
1275,1275,https://www.transfermarkt.com/besiktas-jk_fenerbahce/index/spielbericht/35545,5,6,-1
